ENCFF486ADH_PTBP1	ENCFF983TGB_PTBP1	ENCFF138XJC_FUS	ENCFF169XEG_FUS	ENCFF020XNK_U2AF2	ENCFF298TSM_U2AF2	ENCFF703PUD_PCBP1	ENCFF793CAH_PCBP1	ENCFF714YYN_SRSF1	ENCFF801DDP_SRSF1	ENCFF078KLK_HNRNPC	ENCFF682EBX_HNRNPC	ENCFF196EOX_HNRNPA1	ENCFF786LGW_HNRNPA1	ENCFF758ALR_HNRNPL	ENCFF888EAZ_HNRNPL
chr1_-_54257127_54257186_54258069_54258149_54281438_54281527	0.03	0.02	0.27	0.33	0.23	0.06	0.18	0.18	0.29	0.62	0.29	0.27	0.35	0.27	0.35	0.44
chr1_-_61683497_61683546_61686792_61686921_61694697_61694770	0.12	0.16	0.24	0.18	0.3	0.35	0.16	0.12	0.26	0.23	0.23	0.15	0.15	0.15	0.09	0.04
chr1_-_63446806_63446856_63447565_63447614_63453918_63453974	0.5	0.88	0.11	0.17	0	0	0.05	0.07	0.47	0.51	0.11	0.05	0.07	0.18	0.38	0.14
chr1_-_63478764_63478833_63490083_63490218_63508528_63508570	0.92	0.98	0.87	0.92	1	0.88	0.87	0.88	0.86	0.85	0.86	0.83	0.92	0.89	1	0.85
chr1_-_70261237_70262847_70270856_70270956_70274720_70274818	0.89	0.89	0.84	0.8	0.45	0.39	0.86	0.86	0.92	0.97	0.81	0.76	0.8	0.8	0.96	0.96
chr1_-_71065087_71065137_71065678_71065752_71066776_71066934	0.4	0.27	0.44	0.48	0.49	0.56	0.39	0.36	0.22	0.35	0.63	0.66	0.56	0.46	0.83	0.88
chr1_-_74706899_74706994_74707103_74707204_74710098_74710247	0.69	0.74	0.51	0.48	0.12	0.12	0.47	0.5	0.29	0.25	0.56	0.52	0.71	0.75	0.47	0.53
chr1_-_74724711_74724834_74730382_74730420_74732956_74733018	0.31	0.27	0.25	0.23	0.34	0.26	0.25	0.19	0.43	0.41	0.17	0.24	0.26	0.21	0.19	0.29
chr1_-_77697863_77697931_77701369_77701471_77711747_77711855	0.91	0.81	0.96	0.93	0.91	0.86	0.81	0.82	0.94	0.88	0.97	0.9	0.81	0.97	0.93	1
chr1_-_85258524_85258722_85258935_85259061_85259358_85259633	0.6	0.63	0.46	0.62	0.36	0.15	0.14	0.08	0.42	0.61	0.36	0.24	0.7	0.57	0.62	0.67
chr1_-_86863517_86863605_86868053_86868102_86880662_86880725	0.86	0.86	0.93	0.96	0.69	0.66	0.96	0.92	0.88	0.85	0.91	0.88	0.79	0.79	0.75	0.76
chr1_-_91734776_91734959_91758613_91758750_91797287_91797471	0.99	0.97	0.98	0.99	0.96	0.99	0.98	0.98	1	0.97	1	1	1	0.97	0.98	0.97
chr1_-_100995110_100995149_101001467_101001587_101013710_101013818	0.91	0.96	0.97	0.9	0.74	0.72	0.96	0.98	0.96	0.97	0.94	0.93	0.97	1	1	1
chr1_-_109739429_109739493_109739833_109739908_109740240_109740327	0.99	0.99	0.98	0.97	0.73	0.7	0.99	0.99	0.87	0.86	0.95	0.96	0.98	0.99	0.99	0.98
chr1_-_114397608_114397860_114397940_114397990_114399457_114399609	0.53	0.58	0.8	0.59	0.49	0.47	0.69	0.73	0.63	0.58	0.69	0.63	0.71	0.66	0.6	0.98
chr1_-_114410184_114410316_114420380_114420451_114421436_114421636	0.08	0.05	0.32	0.19	0.05	0.05	0.08	0.07	0.04	0.11	0.12	0.11	0.07	0.14	0.06	0.06
chr1_-_114736758_114736855_114737471_114737563_114737963_114738004	0.1	0.1	0.12	0.12	0.02	0.01	0.07	0.09	0.18	0.17	0.09	0.12	0.09	0.15	0.1	0.09
chr1_-_114737988_114738072_114739692_114739890_114749821_114749904	0.99	0.99	0.99	0.99	0.99	0.96	0.98	0.97	1	1	0.98	0.98	0.99	0.99	0.99	0.98
chr1_-_114739753_114739890_114749821_114750207_114757925_114757964	0.98	0.99	0.97	0.98	0.97	0.97	0.98	0.99	0.99	0.98	1	0.96	0.94	0.95	0.97	0.97
chr1_-_145687812_145688023_145691732_145691802_145707317_145707368	0.16	0.13	0.11	0.16	0.23	0.24	0.11	0.17	0.05	0.09	0.24	0.27	0.11	0.18	0.2	0.33
chr1_-_147159219_147159642_147160797_147160833_147161712_147161780	0	0	0.09	0.06	0.03	0.06	0.07	0.05	0.04	0.01	0.02	0.05	0.03	0.01	0.08	0.09
chr1_-_147190177_147190249_147201152_147201504_147208852_147209051	0.97	0.97	0.98	0.97	0.95	0.91	0.95	0.97	0.81	0.86	0.86	0.93	0.97	0.92	0.94	0.98
chr1_-_147213359_147213470_147215754_147215942_147224895_147225061	0.96	0.99	0.96	1	0.87	0.85	0.98	0.97	0.98	0.99	0.93	0.92	0.98	0.95	0.99	0.97
chr1_-_150817394_150817433_150817920_150818030_150823194_150823345	0.93	0.97	0.95	0.98	0.93	0.89	0.93	0.91	0.89	0.88	0.96	0.88	0.94	0.88	0.97	1
chr1_-_150839608_150839654_150842424_150842468_150846263_150846307	0.63	0.65	0.76	0.74	0.8	0.81	0.8	0.78	0.73	0.77	0.69	0.72	0.77	0.76	0.91	0.76
chr1_-_151307574_151307801_151310211_151310255_151315573_151315672	0.13	0.22	0.09	0.14	0.14	0.17	0.09	0.14	0.18	0.22	0.13	0.14	0.2	0.15	0	0.09
chr1_-_151430714_151430841_151440928_151441086_151442081_151442204	0.79	0.75	0.67	0.84	0.66	0.57	0.81	0.77	0.88	0.91	0.94	0.82	0.75	0.77	0.79	0.6
chr1_-_151760874_151760899_151761451_151761552_151762105_151762155	0.81	0.88	0.96	0.87	0.7	0.69	0.89	0.81	0.76	0.8	0.88	0.8	0.89	0.88	0.86	0.91
chr1_-_154212458_154212624_154213893_154213946_154214457_154214574	0.91	0.85	0.84	0.92	0.89	0.92	0.86	0.88	0.74	0.78	0.96	0.96	0.82	0.83	0.9	0.89
chr1_-_154214457_154214574_154219836_154219937_154220342_154220533	0.68	0.63	0.5	0.49	0.52	0.54	0.67	0.62	0.42	0.43	0.94	0.94	0.58	0.58	0.54	0.56
chr1_-_154951795_154951921_154953671_154953757_154956069_154956099	0.79	0.87	0.8	0.75	0.65	0.3	0.84	0.87	0.93	0.86	0.76	0.79	0.92	0.9	0.69	0.67
chr1_-_154967980_154968031_154968204_154968257_154968495_154968594	0.92	0.88	0.96	0.94	0.97	0.96	0.9	0.91	0.96	0.96	0.92	0.94	0.95	0.95	0.95	0.92
chr1_-_155260537_155260659_155261657_155261734_155262086_155262227	0.67	0.69	0.77	0.79	0.85	0.89	0.68	0.8	0.8	0.61	0.76	0.6	0.81	0.89	0.67	0.67
chr1_-_155268293_155268359_155268708_155268792_155269488_155269713	0.46	0.33	0.64	0.5	1	0.97	0.26	0.15	0.18	0.11	0.31	0.29	0.73	0.53	0.84	0.64
chr1_-_155268293_155268359_155268708_155268795_155269488_155269713	0.72	0.5	0.67	0.71	1	0.99	0.3	0.45	0.31	0.33	0.25	0.29	0.6	0.64	0.86	0.86
chr1_-_155661307_155661423_155668627_155668717_155670320_155670464	0.73	0.78	0.91	0.94	0.97	0.97	1	1	0.9	1	0.74	0.7	0.88	1	0.94	0.9
chr1_-_155661307_155661423_155668627_155668777_155670320_155670464	0.83	0.87	0.94	0.94	0.97	0.97	1	1	0.96	1	0.84	0.79	0.89	1	0.94	0.95
chr1_-_156266137_156266380_156266541_156266678_156267470_156267588	0.95	0.96	0.96	0.94	0.97	1	0.94	0.98	0.99	0.97	0.89	0.93	1	0.99	0.98	0.96
chr1_-_156273361_156273450_156273564_156273648_156274597_156274686	0.01	0.01	0.03	0.01	0.03	0	0	0.01	0.01	0.01	0	0.03	0.03	0.01	0.03	0.03
chr1_-_156294365_156294565_156294759_156295016_156295526_156295647	0.84	0.79	0.69	0.75	0.76	0.72	0.57	0.75	0.75	0.8	0.59	0.49	0.85	0.83	0.51	0.61
chr1_-_156937249_156937496_156938418_156938513_156939548_156939740	0.94	1	0.78	0.57	0.95	1	0.48	0.58	0.53	0.74	0.34	0.5	0.55	0.81	0.53	0.92
chr1_-_160224442_160224549_160225062_160225119_160225591_160225663	0.98	0.92	0.94	0.96	0.54	0.41	0.94	0.9	0.99	0.97	0.84	0.88	0.94	0.91	0.99	0.91
chr1_-_161222918_161223050_161223350_161223425_161223595_161223628	1	1	1	1	0.99	0.98	0.99	0.99	1	1	0.99	0.99	1	0.99	0.99	0.99
chr1_-_169556646_169556867_169558729_169558999_169559153_169559296	0.07	0.02	0.11	0.1	0.02	0.03	0.16	0.22	0.1	0.09	0.02	0.02	0.04	0.02	0.3	0.29
chr1_-_173864257_173864304_173864484_173864506_173864675_173864704	0.97	0.99	0.98	0.97	0.79	0.75	0.99	0.99	0.98	0.98	0.95	0.93	0.99	0.99	0.95	0.96
chr1_-_176135010_176135086_176136488_176136547_176149006_176149074	0.85	0.79	0.68	0.61	0.56	0.76	0.68	0.5	0.58	0.52	0.49	0.76	0.54	0.52	0.27	0.54
chr1_-_185305536_185305643_185306485_185306625_185307014_185307139	0.24	0.19	0.12	0.06	0.92	0.8	0.14	0.12	0.08	0.09	0.11	0.09	0.18	0.36	0.22	0.32
chr1_-_193016162_193016395_193020307_193020381_193021097_193021195	0.02	0.07	0.09	0.06	0.09	0.03	0.15	0.15	0.25	0.32	0.15	0.03	0.2	0.11	0.14	0.11
chr1_-_202333450_202333555_202334989_202335058_202335646_202335818	0.95	1	0.96	0.94	0.64	0.7	0.97	1	1	0.99	0.96	1	0.97	1	0.94	0.97
chr1_-_212739534_212739601_212766189_212766273_212782372_212782426	0.09	0.09	0.13	0.07	0.08	0.03	0.07	0.05	0.01	0.04	0.1	0.14	0.1	0.02	0.1	0.04
chr1_-_220073967_220074071_220079727_220079854_220089686_220089733	0.92	0.93	0.75	0.9	0.84	0.73	0.94	0.91	0.97	0.95	0.92	0.93	1	0.98	0.95	0.94
chr1_-_225406664_225406832_225410291_225410416_225411337_225411417	0.98	1	0.93	0.92	0.78	0.86	0.93	0.9	0.95	0.9	0.88	0.96	0.92	0.83	1	0.93
chr1_-_225500992_225501070_225504991_225505053_225507951_225508017	0.34	0.25	0.33	0.28	0.09	0.14	0.47	0.49	0.41	0.48	0.43	0.44	0.44	0.35	0.46	0.36
chr1_-_227047927_227048010_227051881_227051985_227069777_227069853	0.16	0.11	0.17	0.26	0.14	0.04	0.25	0.31	0.45	0.3	0.17	0.07	0.53	0.13	0.47	0.38
chr1_-_235148404_235148447_235152706_235152765_235154881_235155112	0.98	0.99	0.96	0.99	0.96	0.96	0.99	0.98	0.98	0.93	0.95	0.97	0.96	0.97	0.99	0.99
chr1_-_235154881_235155112_235160511_235160647_235160893_235161067	0.86	0.92	0.95	0.93	0.7	0.58	0.93	0.95	0.93	0.96	0.9	0.75	0.98	0.99	0.97	0.94
chr1_-_243172811_243172846_243185779_243186072_243186259_243186280	0.77	0.86	0.79	0.81	0.79	1	0.91	0.74	0.8	0.87	0.86	0.78	0.64	0.73	0.81	1
chr10_+_209889_210048_221195_221356_236838_236915	0.67	0.8	0.82	0.69	0.48	0.57	0.88	0.81	0.97	0.95	0.68	0.79	0.81	0.79	0.52	0.59
chr10_+_4963449_4963528_4965914_4966081_4966927_4967043	0.99	1	1	1	0.98	0.98	1	1	1	1	0.99	0.99	1	1	1	1
chr10_+_4963449_4963528_4966010_4966081_4966927_4967043	0.81	0.96	0.96	1	0.83	0.81	0.94	0.94	0.83	0.74	0.82	0.79	0.89	0.91	0.84	0.81
chr10_+_5921448_5921569_5923621_5923696_5924311_5924508	0.98	0.99	0.94	0.98	0.97	0.97	0.95	0.93	0.89	0.89	1	0.95	0.97	1	0.91	0.99
chr10_+_7703400_7703518_7705108_7705182_7707201_7707233	0.99	0.99	0.98	0.99	0.96	0.97	0.99	0.99	0.97	0.96	0.98	0.99	0.99	1	1	0.99
chr10_+_7738621_7738758_7743146_7743259_7744082_7744280	1	1	0.99	1	1	1	1	1	0.99	0.99	0.99	1	1	1	1	1
chr10_+_7788210_7788263_7796121_7796155_7797047_7797178	0.99	0.97	0.99	1	0.98	0.99	0.99	0.99	0.97	0.99	0.98	0.98	0.98	0.97	0.99	0.99
chr10_+_7802758_7802854_7806974_7807010_7807659_7807793	1	0.99	1	1	0.89	0.96	0.98	0.99	0.98	0.99	0.97	0.98	1	0.95	0.96	0.97
chr10_+_12210290_12210322_12215740_12215835_12217361_12217467	1	1	0.97	0.95	0.96	0.96	0.92	0.95	0.99	0.98	0.99	0.97	0.98	0.99	0.99	0.99
chr10_+_13100173_13100302_13108138_13108289_13109112_13109288	0.17	0.12	0.36	0.32	0.22	0.23	0.27	0.16	0.05	0.2	0	0.03	0.21	0.27	0.23	0.14
chr10_+_13586968_13587152_13591768_13591888_13597458_13597535	0.05	0.08	0.15	0.13	0.06	0.04	0.14	0.07	0	0	0.16	0.2	0	0	0.09	0.11
chr10_+_24473228_24474060_24494500_24494604_24495147_24495196	0.21	0.05	0.05	0.04	0.63	0.56	0.6	0.7	0.73	0.6	0.74	0.76	0.55	0.73	0.17	0.22
chr10_+_28590722_28590832_28595733_28596041_28608186_28608431	0.83	0.79	0.65	0.55	0.88	0.91	0.83	0.79	0.85	0.91	0.54	0.62	0.75	0.75	0.8	0.8
chr10_+_35516523_35516623_35525964_35525999_35529973_35530030	0.99	0.98	0.94	0.96	0.87	0.77	0.94	0.97	0.99	1	0.96	0.96	0.97	0.98	0.92	0.91
chr10_+_45757012_45757139_45759315_45759401_45763388_45763489	0.68	0.72	0.9	0.71	0.91	0.92	0.78	0.86	0.43	0.44	0.57	0.67	0.71	0.6	0.81	0.85
chr10_+_50008025_50008076_50008500_50008588_50008711_50010589	0.1	0.03	0.28	0.23	0.09	0.06	0.09	0.03	0.26	0.17	0.71	0.47	0.17	0.23	0.17	0.24
chr10_+_50113895_50113997_50117906_50118058_50119587_50119769	0.82	0.77	0.95	0.94	0.68	0.82	0.96	0.8	0.78	0.59	0.88	0.83	0.81	0.61	1	1
chr10_+_58388670_58388819_58390765_58390860_58394358_58394414	0.79	0.83	0.87	0.87	0.68	0.54	0.87	0.83	0.91	0.94	0.93	0.88	0.86	0.85	0.93	0.88
chr10_+_68337199_68337333_68337858_68337996_68338503_68338642	0.85	0.87	0.89	0.87	0.5	0.57	0.84	0.86	0.87	0.88	0.87	0.81	0.9	0.88	0.93	0.88
chr10_+_68736876_68737048_68737845_68737889_68740629_68740661	0.86	0.94	0.9	0.89	0.8	0.84	0.9	0.83	0.89	0.84	0.99	0.94	0.89	0.95	0.89	0.89
chr10_+_68755476_68755536_68756273_68756483_68757294_68757298	0.8	0.94	0.93	0.89	0.99	1	0.9	0.92	0.99	0.97	0.96	0.93	1	0.98	0.94	0.98
chr10_+_69132898_69133047_69155812_69155887_69157007_69157163	0.93	0.95	0.84	0.96	0.9	0.88	0.97	0.95	0.97	0.97	0.9	0.96	0.97	0.88	0.98	0.91
chr10_+_73744400_73744437_73746630_73746716_73746805_73747004	0.13	0.19	0.13	0.19	0.03	0.03	0.08	0.08	0.1	0.09	0.07	0.05	0.09	0.1	0.14	0.29
chr10_+_74398471_74398579_74525256_74525426_74589282_74589317	0.98	0.94	0.9	0.9	0.77	0.75	0.96	0.94	0.82	0.85	0.96	0.99	0.98	0.98	0.94	0.89
chr10_+_78037194_78037304_78040204_78040225_78040615_78040696	0.57	0.54	0.55	0.56	0.24	0.28	0.25	0.26	0.18	0.19	0.38	0.35	0.45	0.45	0.31	0.29
chr10_+_79307405_79307571_79310924_79311184_79312642_79316519	0.78	0.6	0.62	0.71	0.84	0.85	0.61	0.7	0.58	0.67	0.7	0.54	0.81	0.84	0.69	0.82
chr10_+_86838939_86838979_86843406_86843510_86875867_86876085	0.23	0.07	0.32	0.28	0.29	0.11	0.2	0.18	0.09	0.36	0.18	0.3	0.11	0.36	0	0.1
chr10_+_97453618_97453663_97453799_97453846_97454714_97454799	0.73	0.57	0.73	0.77	0.3	0.29	0.47	0.3	0.85	0.82	0.42	0.39	0.63	0.62	0.45	0.53
chr10_+_99747257_99747390_99750369_99750396_99754529_99754550	0.72	0.69	0.92	0.91	0.57	0.46	0.77	0.79	0.41	0.43	0.65	0.53	0.78	0.59	0.62	0.77
chr10_+_99813018_99813144_99817064_99817196_99817308_99817484	0.05	0.06	0.04	0.05	0.07	0.02	0.02	0.05	0.06	0.05	0.05	0.05	0.02	0.05	0.31	0.36
chr10_+_99819089_99819269_99819428_99819542_99830307_99830433	0.04	0.06	0.13	0.19	0.05	0.1	0.05	0.04	0.17	0.14	0.05	0.12	0.12	0.07	0.27	0.23
chr10_+_99819089_99819269_99819437_99819542_99830307_99830433	0.03	0.04	0.09	0.08	0.02	0.01	0.03	0.03	0.14	0.09	0.05	0.04	0.12	0.05	0.18	0.19
chr10_+_99830307_99830433_99830716_99830851_99831611_99831830	0.99	0.99	0.98	0.95	0.97	0.94	0.97	0.97	0.98	0.98	0.93	0.93	0.99	1	0.98	0.98
chr10_+_103068629_103068722_103071774_103071839_103076086_103076270	0.4	0.3	0.15	0.17	0.02	0.02	0.14	0.1	0.11	0.43	0.36	0.29	0.35	0.19	0.04	0.28
chr10_+_104259576_104259798_104262979_104263077_104266084_104266190	0.98	0.96	0.99	0.95	0.97	0.95	0.97	0.98	0.99	0.99	0.96	0.98	1	0.94	0.98	0.99
chr10_+_110130363_110130486_110132305_110132400_110133326_110133348	0.25	0.4	0.38	0.51	0.75	0.48	0.16	0.23	0.25	0.33	0.2	0.21	0.37	0.39	0.42	0.49
chr10_+_110568970_110569013_110573707_110573745_110575336_110575403	1	0.91	0.98	0.98	0.7	0.63	1	0.9	0.92	0.92	0.95	1	0.92	0.96	0.97	0.8
chr10_+_112951483_112951607_112964556_112964624_113040025_113040126	0.13	0.17	0.29	0.28	0.06	0.08	0	0.15	0.28	0.28	0.17	0.23	0.21	0.25	0.19	0.27
chr10_+_113040025_113040126_113089400_113089540_113141184_113141316	0.03	0.09	0.06	0.05	0.07	0.07	0.14	0.07	0.07	0	0.02	0	0	0.1	0.07	0.04
chr10_+_120889895_120890009_120890716_120890887_120900029_120900137	0.96	0.91	0.98	0.96	0.81	1	0.93	0.87	0.96	0.9	0.67	0.72	0.98	0.87	0.72	0.96
chr10_+_122426942_122427031_122428276_122428316_122429624_122430479	0.72	0.82	0.77	0.71	0.37	0.39	0.43	0.3	0.57	0.33	0.29	0.38	0.35	0.28	0.72	0.81
chr10_+_122426942_122427031_122428276_122428420_122429624_122430479	0.45	0.48	0.5	0.5	0.34	0.31	0.17	0.26	0.41	0.33	0.05	0.1	0.27	0.11	0.53	0.54
chr10_-_1043301_1043393_1043999_1044171_1048864_1048935	0.87	0.85	0.86	0.88	0.69	0.89	0.89	0.91	0.98	0.98	0.89	0.92	0.92	0.9	0.95	0.87
chr10_-_5786006_5786050_5794885_5795019_5796763_5796862	0.99	0.98	0.99	0.99	0.94	0.96	0.99	0.98	0.99	0.99	0.97	0.97	1	0.99	0.98	0.99
chr10_-_12172769_12172866_12173718_12173813_12177793_12177900	0.99	0.97	0.94	0.94	0.95	0.91	0.96	0.97	0.99	0.97	0.94	0.92	1	0.96	0.98	0.97
chr10_-_15135274_15135418_15140987_15141029_15141422_15141557	0.15	0.04	0.15	0.24	0.44	0.48	0.11	0.12	0.06	0.03	0.15	0.36	0	0.17	0.13	0.04
chr10_-_15837204_15837318_15838228_15838279_15841426_15841599	0.76	0.87	0.95	0.9	0.49	0.55	0.71	0.68	0.89	0.81	0.38	0.52	0.86	0.8	0.69	0.32
chr10_-_16782034_16782084_16816973_16817084_16817315_16817413	0.89	0.83	0.8	0.87	0.72	0.84	0.75	0.76	0.75	0.7	0.8	0.86	0.64	0.75	0.85	0.64
chr10_-_26751598_26751783_26755655_26755741_26759062_26759235	0.27	0.22	0.21	0.23	0.66	0.67	0.42	0.49	0.29	0.33	0.26	0.29	0.65	0.7	0.17	0.11
chr10_-_27136276_27136385_27142387_27142485_27145428_27145590	0.94	0.96	0.95	0.96	0.46	0.42	0.89	0.95	0.95	0.95	0.79	0.72	0.89	0.95	0.92	0.93
chr10_-_27145428_27145590_27147498_27147668_27148906_27149040	0.03	0.02	0.06	0.01	0.06	0.03	0.01	0.03	0	0.02	0.01	0.02	0.01	0.01	0.14	0.04
chr10_-_31831739_31831800_31839305_31839319_31839637_31839711	0.75	0.56	0.53	0.56	0.32	0.43	0.68	0.62	0.56	0.49	0.75	0.73	0.64	0.65	0.58	0.69
chr10_-_31831739_31831800_31839637_31839711_31843461_31843556	0.42	0.63	0.7	0.63	0.3	0.33	0.65	0.65	0.83	0.75	0.54	0.26	0.8	0.69	0.53	0.54
chr10_-_31852517_31852597_31854066_31854206_31861395_31861658	0.71	0.75	0.51	0.52	0.65	0.69	0.59	0.63	0.78	0.77	0.68	0.71	0.83	0.83	0.48	0.59
chr10_-_34360071_34360259_34372498_34372536_34374874_34375002	0.59	0.53	0.6	0.55	0.27	0.33	0.72	0.74	0.64	0.69	0.4	0.48	0.69	0.68	0.48	0.38
chr10_-_34401826_34401917_34450317_34450448_34470085_34470263	0.75	0.78	0.62	0.83	0.73	0.77	0.8	0.66	0.8	0.87	0.69	0.8	0.87	0.83	0.79	0.68
chr10_-_42594595_42594699_42614282_42614358_42631929_42632024	0.39	0.44	0.26	0.4	0.01	0.01	0.21	0.33	0.46	0.48	0.23	0.22	0.24	0.28	0.23	0.19
chr10_-_42631929_42632024_42632295_42632439_42636920_42636972	1	0.84	0.97	0.9	0.97	0.82	0.88	0.89	0.95	0.97	0.82	0.78	1	1	0.92	0.96
chr10_-_42632295_42632439_42636920_42636972_42638474_42638521	1	0.98	0.93	0.97	0.64	0.62	0.97	1	1	0.9	0.83	0.93	1	0.94	0.82	0.82
chr10_-_45461387_45461411_45463151_45463996_45464239_45464327	0.37	0.33	0.19	0.22	0.01	0	0.19	0.21	0.05	0	0.06	0.17	0.08	0.07	0.2	0.1
chr10_-_46015126_46015266_46016540_46016694_46030526_46030592	0.98	0.98	0.91	0.96	0.65	0.8	0.95	0.96	0.96	0.97	0.96	0.96	0.92	0.96	0.95	0.98
chr10_-_50859842_50859985_50864033_50864080_50885581_50885627	0.3	0.16	0.08	0.07	0.17	0.14	0.04	0.04	0.13	0.09	0.01	0.03	0.05	0.08	0.09	0.04
chr10_-_63217207_63217331_63219878_63219983_63264651_63264764	0.53	0.49	0.82	0.75	0.49	0.54	0.5	0.61	0.56	0.81	0.47	0.55	0.59	0.52	0.42	0.33
chr10_-_70120507_70120599_70121092_70121211_70123405_70123520	0.89	0.96	0.88	0.94	1	0.88	0.92	0.89	0.81	0.89	0.98	1	0.85	0.75	0.92	0.88
chr10_-_71818622_71818724_71819031_71819111_71819465_71819622	1	1	1	1	0.99	0.99	1	0.99	1	1	0.99	1	1	1	0.99	1
chr10_-_72133057_72133181_72152869_72152988_72161538_72161556	0.97	0.95	0.95	0.84	0.93	0.76	0.91	0.87	0.95	0.95	0.91	0.88	0.95	0.91	0.88	1
chr10_-_73030271_73030370_73043887_73043957_73044981_73045051	0.1	0.06	0.05	0.06	0.02	0.01	0.07	0.09	0.05	0.06	0.03	0.1	0.07	0.05	0.07	0.04
chr10_-_73043887_73043957_73044981_73045051_73046925_73047101	0.06	0.04	0.02	0.02	0.01	0	0.03	0.05	0.02	0.03	0.02	0.05	0.05	0.03	0.02	0.01
chr10_-_73824040_73824084_73825279_73825347_73837468_73837511	0.92	0.69	0.9	0.9	0.67	0.79	0.81	0.93	0.71	0.65	0.96	0.81	0.89	0.56	0.94	0.58
chr10_-_74138256_74138382_74138806_74138931_74150755_74150828	0.27	0.5	0.27	0.28	0.01	0.14	0.29	0.32	0.18	0.28	0.63	0.56	0.38	0.3	0.5	0.23
chr10_-_80172834_80172869_80176107_80176155_80205343_80205522	0.74	0.72	0.92	0.73	0.91	0.85	0.7	0.73	0.59	0.93	0.55	0.73	0.8	0.83	0.85	0.74
chr10_-_87288442_87288495_87307957_87308060_87326630_87326672	0.22	0.31	0.18	0.18	0.07	0.09	0.07	0.19	0.14	0.2	0.24	0.21	0.14	0.1	0.05	0.03
chr10_-_87326630_87326672_87330892_87331096_87336786_87336829	0.12	0.16	0.15	0.16	0.38	0.37	0.5	0.2	0.43	0.43	0.11	0.22	0.21	0.19	0.23	0.08
chr10_-_95268778_95268862_95271633_95271784_95290820_95291003	0.98	0.98	0.98	0.98	0.91	0.92	0.98	0.98	0.97	0.99	0.97	0.95	0.97	0.97	0.99	0.99
chr10_-_95346406_95346452_95351209_95351376_95354882_95354967	0.76	0.73	0.33	0.37	0.59	0.79	0.2	0.14	0.7	0.57	0.5	0.4	0.83	0.8	0.23	0.26
chr10_-_95410633_95410777_95414494_95414862_95421961_95422073	0.12	0.04	0.44	0.59	0.43	0.33	0.45	0.47	0.38	0.46	0.5	0.5	0.6	0.29	0.27	0.15
chr10_-_95684533_95684624_95685556_95685636_95686495_95686530	0.95	0.9	0.88	0.89	0.92	0.9	0.88	0.79	0.9	0.92	0.9	0.94	0.94	0.9	0.87	0.93
chr10_-_101782478_101782597_101782839_101782924_101783273_101783375	0.76	0.86	0.92	0.9	0.72	0.46	0.92	0.76	0.88	0.91	0.66	0.8	1	0.88	1	0.95
chr10_-_102489063_102489138_102490549_102490613_102502600_102502654	0.98	0.97	0.95	0.98	0.91	0.92	0.98	0.93	0.96	0.96	0.98	0.98	0.98	0.97	0.97	0.97
chr10_-_103099926_103100019_103100752_103100943_103101045_103101102	0.12	0.07	0.14	0.05	0.03	0.05	0.04	0.03	0.12	0.09	0.05	0.04	0.09	0.15	0.06	0.01
chr10_-_103099926_103100019_103100752_103100964_103101045_103101102	0.07	0.02	0.09	0.08	0.02	0.05	0	0.01	0.03	0.03	0.07	0.07	0.08	0.07	0.07	0.1
chr10_-_103101235_103101326_103105358_103105381_103105706_103105759	0.13	0.13	0.15	0.11	0.01	0.01	0.13	0.17	0.08	0.04	0.06	0.12	0.17	0.24	0.07	0.09
chr10_-_103106589_103106706_103111745_103111805_103139406_103139479	0.2	0.15	0.22	0.29	0.2	0.14	0.13	0.09	0.07	0.12	0.42	0.56	0.21	0.16	0.14	0.12
chr10_-_103106589_103106706_103139406_103139479_103174858_103174982	0.87	0.94	1	0.92	0.89	1	0.95	0.9	0.85	0.92	0.95	0.94	0.83	0.95	0.86	0.95
chr10_-_103174858_103174982_103181185_103181328_103193236_103193261	0.25	0.35	0.38	0.61	0.24	0.08	0.36	0.34	0.32	0.29	0.35	0.82	0.36	0.45	0.5	0.37
chr10_-_114445312_114445403_114447880_114448020_114451624_114451671	0.97	0.98	0.93	0.93	0.58	0.63	0.85	0.79	0.97	0.97	0.97	0.92	0.86	0.89	0.94	0.89
chr10_-_114445312_114445403_114447880_114448026_114451624_114451671	0.97	0.97	0.9	0.93	0.65	0.63	0.83	0.8	0.98	0.97	0.86	0.78	0.9	0.9	0.96	0.93
chr10_-_114472977_114473132_114473879_114473956_114487958_114487993	0.9	0.93	0.96	0.97	1	0.96	0.94	0.84	0.81	0.92	0.88	0.79	0.96	0.93	0.83	1
chr10_-_119160915_119160969_119161055_119161081_119162340_119162414	0.88	0.85	0.84	0.89	0.88	0.89	0.71	0.67	0.8	0.6	0.8	0.85	0.82	0.94	0.89	0.88
chr10_-_119576611_119576750_119576847_119576905_119577080_119577203	0.09	0.11	0.17	0.2	0.3	0.37	0.13	0.18	0.03	0.07	0.14	0.21	0.12	0.11	0.4	0.28
chr10_-_119579935_119580010_119580471_119580538_119581922_119582009	0	0.05	0.02	0	0.18	0.1	0.03	0.07	0.01	0.02	0.74	0.71	0.06	0	0	0.06
chr10_-_119579935_119580010_119580471_119580846_119581922_119582009	0.23	0.21	0.24	0.36	0.06	0.04	0.15	0.15	0.01	0.02	0.65	0.7	0.11	0.2	0.44	0.41
